Species 1,Species 2,Mole frac species 1,Mole frac species 2,deltaH,Temp (K)
LaF3,LiF,0.71,0.29,-2155.63,1200
LaF3,LiF,0.7,0.3,-2210.19,1200
LaF3,LiF,0.69,0.31,-2263.09,1200
LaF3,LiF,0.68,0.32,-2314.28,1200
LaF3,LiF,0.67,0.33,-2363.72,1200
LaF3,LiF,0.66,0.34,-2411.37,1200
LaF3,LiF,0.65,0.35,-2457.18,1200
LaF3,LiF,0.64,0.36,-2501.1,1200
LaF3,LiF,0.63,0.37,-2543.1,1200
LaF3,LiF,0.62,0.38,-2583.13,1200
LaF3,LiF,0.61,0.39,-2621.13,1200
LaF3,LiF,0.6,0.4,-2657.05,1200
LaF3,LiF,0.59,0.41,-2690.86,1200
LaF3,LiF,0.58,0.42,-2722.48,1200
LaF3,LiF,0.57,0.43,-2751.88,1200
LaF3,LiF,0.56,0.44,-2779,1200
LaF3,LiF,0.55,0.45,-2803.78,1200
LaF3,LiF,0.54,0.46,-2826.18,1200
LaF3,LiF,0.53,0.47,-2846.14,1200
LaF3,LiF,0.52,0.48,-2863.6,1200
LaF3,LiF,0.51,0.49,-2878.52,1200
LaF3,LiF,0.5,0.5,-2890.83,1200
LaF3,LiF,0.49,0.51,-2900.49,1200
LaF3,LiF,0.48,0.52,-2907.44,1200
LaF3,LiF,0.47,0.53,-2911.63,1200
LaF3,LiF,0.46,0.54,-2913.02,1200
LaF3,LiF,0.45,0.55,-2911.56,1200
LaF3,LiF,0.44,0.56,-2907.21,1200
LaF3,LiF,0.43,0.57,-2899.91,1200
LaF3,LiF,0.42,0.58,-2889.65,1200
LaF3,LiF,0.41,0.59,-2876.39,1200
LaF3,LiF,0.4,0.6,-2860.09,1200
LaF3,LiF,0.39,0.61,-2840.74,1200
LaF3,LiF,0.38,0.62,-2818.33,1200
LaF3,LiF,0.37,0.63,-2792.85,1200
LaF3,LiF,0.36,0.64,-2764.3,1200
LaF3,LiF,0.35,0.65,-2732.69,1200
LaF3,LiF,0.34,0.66,-2698.04,1200
LaF3,LiF,0.33,0.67,-2660.37,1200
LaF3,LiF,0.32,0.68,-2619.71,1200
LaF3,LiF,0.31,0.69,-2576.12,1200
LaF3,LiF,0.3,0.7,-2529.64,1200
LaF3,LiF,0.29,0.71,-2480.33,1200
LaF3,LiF,0.28,0.72,-2428.25,1200
LaF3,LiF,0.27,0.73,-2373.46,1200
LaF3,LiF,0.26,0.74,-2316.04,1200
LaF3,LiF,0.25,0.75,-2256.03,1200
LaF3,LiF,0.24,0.76,-2193.51,1200
LaF3,LiF,0.23,0.77,-2128.51,1200
LaF3,LiF,0.22,0.78,-2061.09,1200
LaF3,LiF,0.21,0.79,-1991.28,1200
LaF3,LiF,0.2,0.8,-1919.09,1200
LaF3,LiF,0.19,0.81,-1844.55,1200
LaF3,LiF,0.18,0.82,-1767.65,1200
LaF3,LiF,0.17,0.83,-1688.4,1200
LaF3,LiF,0.16,0.84,-1606.79,1200
LaF3,LiF,0.15,0.85,-1522.82,1200
LaF3,LiF,0.14,0.86,-1436.48,1200
LaF3,LiF,0.13,0.87,-1347.79,1200
LaF3,LiF,0.12,0.88,-1256.75,1200
LaF3,LiF,0.11,0.89,-1163.4,1200
LaF3,LiF,0.1,0.9,-1067.76,1200
LaF3,LiF,0.09,0.91,-969.9,1200
LaF3,LiF,0.08,0.92,-869.86,1200
LaF3,LiF,0.07,0.93,-767.71,1200
LaF3,LiF,0.06,0.94,-663.52,1200
LaF3,LiF,0.05,0.95,-557.36,1200
LaF3,LiF,0.04,0.96,-449.33,1200
LaF3,LiF,0.03,0.97,-339.49,1200
LaF3,LiF,0.02,0.98,-227.94,1200
LaF3,LiF,0.01,0.99,-114.75,1200
LaF3,LiF,0,1,0,1200
LaF3,NaF,1,0,0,1200
LaF3,NaF,0.99,0.01,-271.06,1200
LaF3,NaF,0.98,0.02,-539.9,1200
LaF3,NaF,0.97,0.03,-806.48,1200
LaF3,NaF,0.96,0.04,-1070.75,1200
LaF3,NaF,0.95,0.05,-1332.67,1200
LaF3,NaF,0.94,0.06,-1592.17,1200
LaF3,NaF,0.93,0.07,-1849.21,1200
LaF3,NaF,0.92,0.08,-2103.72,1200
LaF3,NaF,0.91,0.09,-2355.66,1200
LaF3,NaF,0.9,0.1,-2604.97,1200
LaF3,NaF,0.89,0.11,-2851.58,1200
LaF3,NaF,0.88,0.12,-3095.44,1200
LaF3,NaF,0.87,0.13,-3336.47,1200
LaF3,NaF,0.86,0.14,-3574.61,1200
LaF3,NaF,0.85,0.15,-3809.8,1200
LaF3,NaF,0.84,0.16,-4041.96,1200
LaF3,NaF,0.83,0.17,-4271.03,1200
LaF3,NaF,0.82,0.18,-4496.91,1200
LaF3,NaF,0.81,0.19,-4719.55,1200
LaF3,NaF,0.8,0.2,-4938.85,1200
LaF3,NaF,0.79,0.21,-5154.74,1200
LaF3,NaF,0.78,0.22,-5367.12,1200
LaF3,NaF,0.77,0.23,-5575.91,1200
LaF3,NaF,0.76,0.24,-5781.02,1200
LaF3,NaF,0.75,0.25,-5982.34,1200
LaF3,NaF,0.74,0.26,-6179.79,1200
LaF3,NaF,0.73,0.27,-6373.26,1200
LaF3,NaF,0.72,0.28,-6562.64,1200
LaF3,NaF,0.71,0.29,-6747.83,1200
LaF3,NaF,0.7,0.3,-6928.71,1200
LaF3,NaF,0.69,0.31,-7105.15,1200
LaF3,NaF,0.68,0.32,-7277.05,1200
LaF3,NaF,0.67,0.33,-7444.26,1200
LaF3,NaF,0.66,0.34,-7606.67,1200
LaF3,NaF,0.65,0.35,-7764.13,1200
LaF3,NaF,0.64,0.36,-7916.5,1200
LaF3,NaF,0.63,0.37,-8063.63,1200
LaF3,NaF,0.62,0.38,-8205.37,1200
LaF3,NaF,0.61,0.39,-8341.56,1200
LaF3,NaF,0.6,0.4,-8472.04,1200
LaF3,NaF,0.59,0.41,-8596.63,1200
LaF3,NaF,0.58,0.42,-8715.16,1200
LaF3,NaF,0.57,0.43,-8827.43,1200
LaF3,NaF,0.56,0.44,-8933.27,1200
LaF3,NaF,0.55,0.45,-9032.47,1200
LaF3,NaF,0.54,0.46,-9124.82,1200
LaF3,NaF,0.53,0.47,-9210.12,1200
LaF3,NaF,0.52,0.48,-9288.14,1200
LaF3,NaF,0.51,0.49,-9358.66,1200
LaF3,NaF,0.5,0.5,-9421.44,1200
LaF3,NaF,0.49,0.51,-9476.24,1200
LaF3,NaF,0.48,0.52,-9522.82,1200
LaF3,NaF,0.47,0.53,-9560.92,1200
LaF3,NaF,0.46,0.54,-9590.29,1200
LaF3,NaF,0.45,0.55,-9610.66,1200
LaF3,NaF,0.44,0.56,-9621.78,1200
LaF3,NaF,0.43,0.57,-9623.38,1200
LaF3,NaF,0.42,0.58,-9615.21,1200
LaF3,NaF,0.41,0.59,-9597,1200
LaF3,NaF,0.4,0.6,-9568.51,1200
LaF3,NaF,0.39,0.61,-9529.51,1200
LaF3,NaF,0.38,0.62,-9479.78,1200
LaF3,NaF,0.37,0.63,-9419.12,1200
LaF3,NaF,0.36,0.64,-9347.35,1200
LaF3,NaF,0.35,0.65,-9264.35,1200
LaF3,NaF,0.34,0.66,-9170,1200
LaF3,NaF,0.33,0.67,-9064.24,1200
LaF3,NaF,0.32,0.68,-8947.05,1200
LaF3,NaF,0.31,0.69,-8818.45,1200
LaF3,NaF,0.3,0.7,-8678.52,1200
LaF3,NaF,0.29,0.71,-8527.36,1200
LaF3,NaF,0.28,0.72,-8365.1,1200
LaF3,NaF,0.27,0.73,-8191.91,1200
LaF3,NaF,0.26,0.74,-8007.95,1200
LaF3,NaF,0.25,0.75,-7813.38,1200
LaF3,NaF,0.24,0.76,-7608.31,1200
LaF3,NaF,0.23,0.77,-7392.85,1200
LaF3,NaF,0.22,0.78,-7167.05,1200
LaF3,NaF,0.21,0.79,-6930.91,1200
LaF3,NaF,0.2,0.8,-6684.39,1200
LaF3,NaF,0.19,0.81,-6427.48,1200
LaF3,NaF,0.18,0.82,-6160.16,1200
LaF3,NaF,0.17,0.83,-5882.46,1200
LaF3,NaF,0.16,0.84,-5594.53,1200
LaF3,NaF,0.15,0.85,-5296.61,1200
LaF3,NaF,0.14,0.86,-4989.06,1200
LaF3,NaF,0.13,0.87,-4672.35,1200
LaF3,NaF,0.12,0.88,-4347.06,1200
LaF3,NaF,0.11,0.89,-4013.83,1200
LaF3,NaF,0.1,0.9,-3673.33,1200
LaF3,NaF,0.09,0.91,-3326.24,1200
LaF3,NaF,0.08,0.92,-2973.21,1200
LaF3,NaF,0.07,0.93,-2614.88,1200
LaF3,NaF,0.06,0.94,-2251.82,1200
LaF3,NaF,0.05,0.95,-1884.55,1200
LaF3,NaF,0.04,0.96,-1513.56,1200
LaF3,NaF,0.03,0.97,-1139.26,1200
LaF3,NaF,0.02,0.98,-762.02,1200
LaF3,NaF,0.01,0.99,-382.17,1200
LaF3,NaF,0,1,0,1200
LaF3,RbF,1,0,0,1200
LaF3,RbF,0.99,0.01,15.23,1200
LaF3,RbF,0.98,0.02,25.91,1200
LaF3,RbF,0.97,0.03,31.97,1200
LaF3,RbF,0.96,0.04,33.3,1200
LaF3,RbF,0.95,0.05,29.82,1200
LaF3,RbF,0.94,0.06,21.44,1200
LaF3,RbF,0.93,0.07,8.04,1200
LaF3,RbF,0.92,0.08,-10.45,1200
LaF3,RbF,0.91,0.09,-34.16,1200
LaF3,RbF,0.9,0.1,-63.18,1200
LaF3,RbF,0.89,0.11,-97.61,1200
LaF3,RbF,0.88,0.12,-137.57,1200
LaF3,RbF,0.87,0.13,-183.18,1200
LaF3,RbF,0.86,0.14,-234.53,1200
LaF3,RbF,0.85,0.15,-291.76,1200
LaF3,RbF,0.84,0.16,-354.98,1200
LaF3,RbF,0.83,0.17,-424.31,1200
LaF3,RbF,0.82,0.18,-499.87,1200
LaF3,RbF,0.81,0.19,-581.8,1200
LaF3,RbF,0.8,0.2,-670.22,1200
LaF3,RbF,0.79,0.21,-765.27,1200
LaF3,RbF,0.78,0.22,-867.08,1200
LaF3,RbF,0.77,0.23,-975.78,1200
LaF3,RbF,0.76,0.24,-1091.53,1200
LaF3,RbF,0.75,0.25,-1214.45,1200
LaF3,RbF,0.74,0.26,-1344.69,1200
LaF3,RbF,0.73,0.27,-1482.39,1200
LaF3,RbF,0.72,0.28,-1627.71,1200
LaF3,RbF,0.71,0.29,-1780.79,1200
LaF3,RbF,0.7,0.3,-1941.78,1200
LaF3,RbF,0.69,0.31,-2110.83,1200
LaF3,RbF,0.68,0.32,-2288.09,1200
LaF3,RbF,0.67,0.33,-2473.71,1200
LaF3,RbF,0.66,0.34,-2667.83,1200
LaF3,RbF,0.65,0.35,-2870.6,1200
LaF3,RbF,0.64,0.36,-3082.16,1200
LaF3,RbF,0.63,0.37,-3302.65,1200
LaF3,RbF,0.62,0.38,-3532.2,1200
LaF3,RbF,0.61,0.39,-3770.94,1200
LaF3,RbF,0.6,0.4,-4018.99,1200
LaF3,RbF,0.59,0.41,-4276.45,1200
LaF3,RbF,0.58,0.42,-4543.4,1200
LaF3,RbF,0.57,0.43,-4819.93,1200
LaF3,RbF,0.56,0.44,-5106.09,1200
LaF3,RbF,0.55,0.45,-5401.91,1200
LaF3,RbF,0.54,0.46,-5707.39,1200
LaF3,RbF,0.53,0.47,-6022.5,1200
LaF3,RbF,0.52,0.48,-6347.16,1200
LaF3,RbF,0.51,0.49,-6681.24,1200
LaF3,RbF,0.5,0.5,-7024.58,1200
LaF3,RbF,0.49,0.51,-7376.91,1200
LaF3,RbF,0.48,0.52,-7737.91,1200
LaF3,RbF,0.47,0.53,-8107.14,1200
LaF3,RbF,0.46,0.54,-8484.09,1200
LaF3,RbF,0.45,0.55,-8868.07,1200
LaF3,RbF,0.44,0.56,-9258.28,1200
LaF3,RbF,0.43,0.57,-9653.7,1200
LaF3,RbF,0.42,0.58,-10053.15,1200
LaF3,RbF,0.41,0.59,-10455.19,1200
LaF3,RbF,0.4,0.6,-10858.09,1200
LaF3,RbF,0.39,0.61,-11259.84,1200
LaF3,RbF,0.38,0.62,-11658.06,1200
LaF3,RbF,0.37,0.63,-12049.98,1200
LaF3,RbF,0.36,0.64,-12432.39,1200
LaF3,RbF,0.35,0.65,-12801.63,1200
LaF3,RbF,0.34,0.66,-13153.52,1200
LaF3,RbF,0.33,0.67,-13483.39,1200
LaF3,RbF,0.32,0.68,-13786.05,1200
LaF3,RbF,0.31,0.69,-14055.89,1200
LaF3,RbF,0.3,0.7,-14286.89,1200
LaF3,RbF,0.29,0.71,-14472.81,1200
LaF3,RbF,0.28,0.72,-14607.34,1200
LaF3,RbF,0.27,0.73,-14684.32,1200
LaF3,RbF,0.26,0.74,-14698.03,1200
LaF3,RbF,0.25,0.75,-14643.5,1200
LaF3,RbF,0.24,0.76,-14516.86,1200
LaF3,RbF,0.23,0.77,-14315.62,1200
LaF3,RbF,0.22,0.78,-14039.03,1200
LaF3,RbF,0.21,0.79,-13688.24,1200
LaF3,RbF,0.2,0.8,-13266.45,1200
LaF3,RbF,0.19,0.81,-12778.84,1200
LaF3,RbF,0.18,0.82,-12232.33,1200
LaF3,RbF,0.17,0.83,-11635.15,1200
LaF3,RbF,0.16,0.84,-10996.25,1200
LaF3,RbF,0.15,0.85,-10324.73,1200
LaF3,RbF,0.14,0.86,-9629.28,1200
LaF3,RbF,0.13,0.87,-8917.73,1200
LaF3,RbF,0.12,0.88,-8196.87,1200
LaF3,RbF,0.11,0.89,-7472.34,1200
LaF3,RbF,0.1,0.9,-6748.63,1200
LaF3,RbF,0.09,0.91,-6029.24,1200
LaF3,RbF,0.08,0.92,-5316.77,1200
LaF3,RbF,0.07,0.93,-4613.14,1200
LaF3,RbF,0.06,0.94,-3919.65,1200
LaF3,RbF,0.05,0.95,-3237.17,1200
LaF3,RbF,0.04,0.96,-2566.22,1200
LaF3,RbF,0.03,0.97,-1907.04,1200
LaF3,RbF,0.02,0.98,-1259.7,1200
LaF3,RbF,0.01,0.99,-624.08,1200
LaF3,RbF,0,1,0,1200
LaF3,ZrF4,1,0,0,1200
LaF3,ZrF4,0.99,0.01,-558.67,1200
LaF3,ZrF4,0.98,0.02,-1116.18,1200
LaF3,ZrF4,0.97,0.03,-1672.41,1200
LaF3,ZrF4,0.96,0.04,-2227.19,1200
LaF3,ZrF4,0.95,0.05,-2780.38,1200
LaF3,ZrF4,0.94,0.06,-3331.8,1200
LaF3,ZrF4,0.93,0.07,-3881.27,1200
LaF3,ZrF4,0.92,0.08,-4428.6,1200
LaF3,ZrF4,0.91,0.09,-4973.6,1200
LaF3,ZrF4,0.9,0.1,-5516.09,1200
LaF3,ZrF4,0.89,0.11,-6055.89,1200
LaF3,ZrF4,0.88,0.12,-6592.85,1200
LaF3,ZrF4,0.87,0.13,-7126.81,1200
LaF3,ZrF4,0.86,0.14,-7657.64,1200
LaF3,ZrF4,0.85,0.15,-8185.26,1200
LaF3,ZrF4,0.84,0.16,-8709.59,1200
LaF3,ZrF4,0.83,0.17,-9230.58,1200
LaF3,ZrF4,0.82,0.18,-9748.22,1200
LaF3,ZrF4,0.81,0.19,-10262.52,1200
LaF3,ZrF4,0.8,0.2,-10773.49,1200
LaF3,ZrF4,0.79,0.21,-11281.18,1200
LaF3,ZrF4,0.78,0.22,-11785.66,1200
LaF3,ZrF4,0.77,0.23,-12286.98,1200
LaF3,ZrF4,0.76,0.24,-12785.23,1200
LaF3,ZrF4,0.75,0.25,-13280.48,1200
LaF3,ZrF4,0.74,0.26,-13772.81,1200
LaF3,ZrF4,0.73,0.27,-14262.28,1200
LaF3,ZrF4,0.72,0.28,-14748.98,1200
LaF3,ZrF4,0.71,0.29,-15232.95,1200
LaF3,ZrF4,0.7,0.3,-15714.26,1200
LaF3,ZrF4,0.69,0.31,-16192.95,1200
LaF3,ZrF4,0.68,0.32,-16669.06,1200
LaF3,ZrF4,0.67,0.33,-17142.6,1200
LaF3,ZrF4,0.66,0.34,-17613.59,1200
LaF3,ZrF4,0.65,0.35,-18082.03,1200
LaF3,ZrF4,0.64,0.36,-18547.89,1200
LaF3,ZrF4,0.63,0.37,-19011.16,1200
LaF3,ZrF4,0.62,0.38,-19471.77,1200
LaF3,ZrF4,0.61,0.39,-19929.67,1200
LaF3,ZrF4,0.6,0.4,-20384.75,1200
LaF3,ZrF4,0.59,0.41,-20836.9,1200
LaF3,ZrF4,0.58,0.42,-21286,1200
LaF3,ZrF4,0.57,0.43,-21731.85,1200
LaF3,ZrF4,0.56,0.44,-22174.26,1200
LaF3,ZrF4,0.55,0.45,-22612.97,1200
LaF3,ZrF4,0.54,0.46,-23047.68,1200
LaF3,ZrF4,0.53,0.47,-23478.03,1200
LaF3,ZrF4,0.52,0.48,-23903.59,1200
LaF3,ZrF4,0.51,0.49,-24323.82,1200
LaF3,ZrF4,0.5,0.5,-24738.11,1200
LaF3,ZrF4,0.49,0.51,-25145.68,1200
LaF3,ZrF4,0.48,0.52,-25545.6,1200
LaF3,ZrF4,0.47,0.53,-25936.74,1200
LaF3,ZrF4,0.46,0.54,-26317.69,1200
LaF3,ZrF4,0.45,0.55,-26686.72,1200
LaF3,ZrF4,0.44,0.56,-27041.67,1200
LaF3,ZrF4,0.43,0.57,-27379.84,1200
LaF3,ZrF4,0.42,0.58,-27697.85,1200
LaF3,ZrF4,0.41,0.59,-27991.46,1200
LaF3,ZrF4,0.4,0.6,-28255.36,1200
LaF3,ZrF4,0.39,0.61,-28482.94,1200
LaF3,ZrF4,0.38,0.62,-28666.14,1200
LaF3,ZrF4,0.37,0.63,-28795.38,1200
LaF3,ZrF4,0.36,0.64,-28859.81,1200
LaF3,ZrF4,0.35,0.65,-28847.97,1200
LaF3,ZrF4,0.34,0.66,-28749.06,1200
LaF3,ZrF4,0.33,0.67,-28554.65,1200
LaF3,ZrF4,0.32,0.68,-28260.36,1200
LaF3,ZrF4,0.31,0.69,-27866.85,1200
LaF3,ZrF4,0.3,0.7,-27379.58,1200
LaF3,ZrF4,0.29,0.71,-26807.61,1200
LaF3,ZrF4,0.28,0.72,-26161.86,1200
LaF3,ZrF4,0.27,0.73,-25453.56,1200
LaF3,ZrF4,0.26,0.74,-24693.22,1200
LaF3,ZrF4,0.25,0.75,-23890.06,1200
LaF3,ZrF4,0.24,0.76,-23051.93,1200
LaF3,ZrF4,0.23,0.77,-22185.29,1200
LaF3,ZrF4,0.22,0.78,-21295.42,1200
LaF3,ZrF4,0.21,0.79,-20386.61,1200
LaF3,ZrF4,0.2,0.8,-19462.35,1200
LaF3,ZrF4,0.19,0.81,-18525.45,1200
LaF3,ZrF4,0.18,0.82,-17578.24,1200
LaF3,ZrF4,0.17,0.83,-16622.6,1200
LaF3,ZrF4,0.16,0.84,-15660.09,1200
LaF3,ZrF4,0.15,0.85,-14692.03,1200
LaF3,ZrF4,0.14,0.86,-13719.51,1200
LaF3,ZrF4,0.13,0.87,-12743.45,1200
LaF3,ZrF4,0.12,0.88,-11764.64,1200
LaF3,ZrF4,0.11,0.89,-10783.76,1200
LaF3,ZrF4,0.1,0.9,-9801.39,1200
LaF3,ZrF4,0.09,0.91,-8818.05,1200
LaF3,ZrF4,0.08,0.92,-7834.18,1200
LaF3,ZrF4,0.07,0.93,-6850.2,1200
LaF3,ZrF4,0.06,0.94,-5866.47,1200
LaF3,ZrF4,0.05,0.95,-4883.3,1200
LaF3,ZrF4,0.04,0.96,-3901,1200
LaF3,ZrF4,0.03,0.97,-2919.84,1200
LaF3,ZrF4,0.02,0.98,-1940.08,1200
LaF3,ZrF4,0.01,0.99,-961.96,1200
LaF3,ZrF4,0,1,14.3,1200
LiF,LiI,1,0,0,1200
LiF,LiI,0.99,0.01,26.09,1200
LiF,LiI,0.98,0.02,50.42,1200
LiF,LiI,0.97,0.03,73.06,1200
LiF,LiI,0.96,0.04,94.08,1200
LiF,LiI,0.95,0.05,113.55,1200
LiF,LiI,0.94,0.06,131.52,1200
LiF,LiI,0.93,0.07,148.04,1200
LiF,LiI,0.92,0.08,163.17,1200
LiF,LiI,0.91,0.09,176.95,1200
LiF,LiI,0.9,0.1,189.42,1200
LiF,LiI,0.89,0.11,200.63,1200
LiF,LiI,0.88,0.12,210.61,1200
LiF,LiI,0.87,0.13,219.4,1200
LiF,LiI,0.86,0.14,227.04,1200
LiF,LiI,0.85,0.15,233.56,1200
LiF,LiI,0.84,0.16,239,1200
LiF,LiI,0.83,0.17,243.38,1200
LiF,LiI,0.82,0.18,246.74,1200
LiF,LiI,0.81,0.19,249.1,1200
LiF,LiI,0.8,0.2,250.5,1200
LiF,LiI,0.79,0.21,250.97,1200
LiF,LiI,0.78,0.22,250.53,1200
LiF,LiI,0.77,0.23,249.21,1200
LiF,LiI,0.76,0.24,247.05,1200
LiF,LiI,0.75,0.25,244.06,1200
LiF,LiI,0.74,0.26,240.28,1200
LiF,LiI,0.73,0.27,235.73,1200
LiF,LiI,0.72,0.28,230.44,1200
LiF,LiI,0.71,0.29,224.44,1200
LiF,LiI,0.7,0.3,217.76,1200
LiF,LiI,0.69,0.31,210.42,1200
LiF,LiI,0.68,0.32,202.45,1200
LiF,LiI,0.67,0.33,193.89,1200
LiF,LiI,0.66,0.34,184.75,1200
LiF,LiI,0.65,0.35,175.08,1200
LiF,LiI,0.64,0.36,164.89,1200
LiF,LiI,0.63,0.37,154.22,1200
LiF,LiI,0.62,0.38,143.1,1200
LiF,LiI,0.61,0.39,131.56,1200
LiF,LiI,0.6,0.4,119.63,1200
LiF,LiI,0.59,0.41,107.34,1200
LiF,LiI,0.58,0.42,94.72,1200
LiF,LiI,0.57,0.43,81.81,1200
LiF,LiI,0.56,0.44,68.63,1200
LiF,LiI,0.55,0.45,55.23,1200
LiF,LiI,0.54,0.46,41.62,1200
LiF,LiI,0.53,0.47,27.86,1200
LiF,LiI,0.52,0.48,13.97,1200
LiF,LiI,0.51,0.49,-0.02,1200
LiF,LiI,0.5,0.5,-14.06,1200
LiF,LiI,0.49,0.51,-28.13,1200
LiF,LiI,0.48,0.52,-42.19,1200
LiF,LiI,0.47,0.53,-56.2,1200
LiF,LiI,0.46,0.54,-70.12,1200
LiF,LiI,0.45,0.55,-83.93,1200
LiF,LiI,0.44,0.56,-97.58,1200
LiF,LiI,0.43,0.57,-111.03,1200
LiF,LiI,0.42,0.58,-124.26,1200
LiF,LiI,0.41,0.59,-137.22,1200
LiF,LiI,0.4,0.6,-149.87,1200
LiF,LiI,0.39,0.61,-162.19,1200
LiF,LiI,0.38,0.62,-174.13,1200
LiF,LiI,0.37,0.63,-185.66,1200
LiF,LiI,0.36,0.64,-196.74,1200
LiF,LiI,0.35,0.65,-207.33,1200
LiF,LiI,0.34,0.66,-217.39,1200
LiF,LiI,0.33,0.67,-226.9,1200
LiF,LiI,0.32,0.68,-235.82,1200
LiF,LiI,0.31,0.69,-244.1,1200
LiF,LiI,0.3,0.7,-251.71,1200
LiF,LiI,0.29,0.71,-258.62,1200
LiF,LiI,0.28,0.72,-264.8,1200
LiF,LiI,0.27,0.73,-270.2,1200
LiF,LiI,0.26,0.74,-274.8,1200
LiF,LiI,0.25,0.75,-278.55,1200
LiF,LiI,0.24,0.76,-281.43,1200
LiF,LiI,0.23,0.77,-283.4,1200
LiF,LiI,0.22,0.78,-284.42,1200
LiF,LiI,0.21,0.79,-284.47,1200
LiF,LiI,0.2,0.8,-283.5,1200
LiF,LiI,0.19,0.81,-281.49,1200
LiF,LiI,0.18,0.82,-278.41,1200
LiF,LiI,0.17,0.83,-274.21,1200
LiF,LiI,0.16,0.84,-268.87,1200
LiF,LiI,0.15,0.85,-262.35,1200
LiF,LiI,0.14,0.86,-254.62,1200
LiF,LiI,0.13,0.87,-245.65,1200
LiF,LiI,0.12,0.88,-235.4,1200
LiF,LiI,0.11,0.89,-223.85,1200
LiF,LiI,0.1,0.9,-210.94,1200
LiF,LiI,0.09,0.91,-196.66,1200
LiF,LiI,0.08,0.92,-180.96,1200
LiF,LiI,0.07,0.93,-163.81,1200
LiF,LiI,0.06,0.94,-145.18,1200
LiF,LiI,0.05,0.95,-125.02,1200
LiF,LiI,0.04,0.96,-103.3,1200
LiF,LiI,0.03,0.97,-79.98,1200
LiF,LiI,0.02,0.98,-55.02,1200
LiF,LiI,0.01,0.99,-28.37,1200
LiF,LiI,0,1,0,1200
LiF,NaF,1,0,0,1200
LiF,NaF,0.99,0.01,-88.02,1200
LiF,NaF,0.98,0.02,-174.41,1200
LiF,NaF,0.97,0.03,-259.15,1200
LiF,NaF,0.96,0.04,-342.25,1200
LiF,NaF,0.95,0.05,-423.68,1200
LiF,NaF,0.94,0.06,-503.44,1200
LiF,NaF,0.93,0.07,-581.51,1200
LiF,NaF,0.92,0.08,-657.89,1200
LiF,NaF,0.91,0.09,-732.55,1200
LiF,NaF,0.9,0.1,-805.5,1200
LiF,NaF,0.89,0.11,-876.72,1200
LiF,NaF,0.88,0.12,-946.2,1200
LiF,NaF,0.87,0.13,-1013.92,1200
LiF,NaF,0.86,0.14,-1079.89,1200
LiF,NaF,0.85,0.15,-1144.1,1200
LiF,NaF,0.84,0.16,-1206.52,1200
LiF,NaF,0.83,0.17,-1267.16,1200
LiF,NaF,0.82,0.18,-1326,1200
LiF,NaF,0.81,0.19,-1383.04,1200
LiF,NaF,0.8,0.2,-1438.27,1200
LiF,NaF,0.79,0.21,-1491.68,1200
LiF,NaF,0.78,0.22,-1543.26,1200
LiF,NaF,0.77,0.23,-1593.01,1200
LiF,NaF,0.76,0.24,-1640.92,1200
LiF,NaF,0.75,0.25,-1686.98,1200
LiF,NaF,0.74,0.26,-1731.2,1200
LiF,NaF,0.73,0.27,-1773.55,1200
LiF,NaF,0.72,0.28,-1814.04,1200
LiF,NaF,0.71,0.29,-1852.67,1200
LiF,NaF,0.7,0.3,-1889.42,1200
LiF,NaF,0.69,0.31,-1924.3,1200
LiF,NaF,0.68,0.32,-1957.3,1200
LiF,NaF,0.67,0.33,-1988.42,1200
LiF,NaF,0.66,0.34,-2017.66,1200
LiF,NaF,0.65,0.35,-2045,1200
LiF,NaF,0.64,0.36,-2070.46,1200
LiF,NaF,0.63,0.37,-2094.03,1200
LiF,NaF,0.62,0.38,-2115.71,1200
LiF,NaF,0.61,0.39,-2135.5,1200
LiF,NaF,0.6,0.4,-2153.39,1200
LiF,NaF,0.59,0.41,-2169.4,1200
LiF,NaF,0.58,0.42,-2183.51,1200
LiF,NaF,0.57,0.43,-2195.74,1200
LiF,NaF,0.56,0.44,-2206.07,1200
LiF,NaF,0.55,0.45,-2214.53,1200
LiF,NaF,0.54,0.46,-2221.1,1200
LiF,NaF,0.53,0.47,-2225.79,1200
LiF,NaF,0.52,0.48,-2228.6,1200
LiF,NaF,0.51,0.49,-2229.55,1200
LiF,NaF,0.5,0.5,-2228.62,1200
LiF,NaF,0.49,0.51,-2225.83,1200
LiF,NaF,0.48,0.52,-2221.18,1200
LiF,NaF,0.47,0.53,-2214.69,1200
LiF,NaF,0.46,0.54,-2206.34,1200
LiF,NaF,0.45,0.55,-2196.16,1200
LiF,NaF,0.44,0.56,-2184.14,1200
LiF,NaF,0.43,0.57,-2170.29,1200
LiF,NaF,0.42,0.58,-2154.63,1200
LiF,NaF,0.41,0.59,-2137.16,1200
LiF,NaF,0.4,0.6,-2117.88,1200
LiF,NaF,0.39,0.61,-2096.81,1200
LiF,NaF,0.38,0.62,-2073.96,1200
LiF,NaF,0.37,0.63,-2049.33,1200
LiF,NaF,0.36,0.64,-2022.94,1200
LiF,NaF,0.35,0.65,-1994.79,1200
LiF,NaF,0.34,0.66,-1964.9,1200
LiF,NaF,0.33,0.67,-1933.28,1200
LiF,NaF,0.32,0.68,-1899.93,1200
LiF,NaF,0.31,0.69,-1864.86,1200
LiF,NaF,0.3,0.7,-1828.1,1200
