Species 1,Species 2,Mole frac species 1,Mole frac species 2,Temp (K),Author,type,Link
NaCl,UCl3,0.257062147,0.742937853,852.4500541,Yingling (2022),heating,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.787570621,0.212429379,693.5268662,Yingling (2022),heating,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.666101695,0.333898305,687.0921986,Yingling (2022),heating,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.591525424,0.408474576,690.0391874,Yingling (2022),heating,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.569491525,0.430508475,686.625556,Yingling (2022),heating,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.574576271,0.425423729,667.9043154,Yingling (2022),heating,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.568361582,0.431638418,668.3272028,Yingling (2022),heating,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.494350282,0.505649718,691.274432,Yingling (2022),heating,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.493785311,0.506214689,666.5933405,Yingling (2022),heating,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.440677966,0.559322034,666.5707417,Yingling (2022),heating,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.354237288,0.645762712,676.7467244,Yingling (2022),heating,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.354237288,0.645762712,662.7041712,Yingling (2022),heating,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.975141243,0.024858757,1065.521577,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.946892655,0.053107345,1056.147854,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.897175141,0.102824859,1029.318187,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.849717514,0.150282486,997.8086308,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.78700565,0.21299435,933.1010939,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.779096045,0.220903955,913.0977281,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.686440678,0.313559322,804.547662,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.592090395,0.407909605,846.6351725,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.574576271,0.425423729,853.8617622,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.568926554,0.431073446,858.9657411,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.494350282,0.505649718,903.1893256,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.440677966,0.559322034,910.4005289,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.354237288,0.645762712,944.8318307,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.353672316,0.646327684,993.7677605,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.257062147,0.742937853,974.1521818,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.257627119,0.742372881,1027.769443,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.975141243,0.024858757,775.3088112,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.948022599,0.051977401,786.786633,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.898305085,0.101694915,787.6165404,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.849717514,0.150282486,789.7235245,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.786440678,0.213559322,795.654045,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.779096045,0.220903955,773.52326,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.685875706,0.314124294,782.8452939,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.666101695,0.333898305,780.7092199,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.592090395,0.407909605,780.2521938,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.575706215,0.424293785,785.7771367,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.570056497,0.429943503,784.0726049,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.494350282,0.505649718,777.6574107,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.441242938,0.558757062,780.6135353,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.354237288,0.645762712,770.7892776,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.788135593,0.211864407,675.6547662,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.666101695,0.333898305,676.4539007,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.592090395,0.407909605,676.4224065,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.575706215,0.424293785,659.8196899,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.568926554,0.431073446,669.178507,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.494350282,0.505649718,664.0403895,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.440677966,0.559322034,656.7835076,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
NaCl,UCl3,0.353672316,0.646327684,649.9379733,Yingling (2022),cooling,https://www.proquest.com/docview/2788320501?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses
LiCl,PuCl3,0,1,1040,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.022,0.978,1032,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.022,0.978,734,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.167,0.833,1004,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.167,0.833,735,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.381,0.619,943,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.381,0.619,735,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.494,0.506,895,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.494,0.506,737,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.604,0.396,837,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.604,0.396,736,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.705,0.295,752,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.705,0.295,734,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.72,0.28,742,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.72,0.28,737,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.826,0.174,803,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.826,0.174,735,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.897,0.103,838,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.897,0.103,734,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.935,0.065,756,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.935,0.065,734,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.959,0.041,868,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.959,0.041,733,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.973,0.027,871,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.973,0.027,732,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.989,0.011,876,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.989,0.011,727,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.99,0.01,877,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,0.99,0.01,733,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
LiCl,PuCl3,1,0,880,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0,1,1040,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.024,0.976,1038,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.043,0.957,1034,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.073,0.927,1028,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.104,0.896,1019,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.104,0.896,719,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.128,0.872,1014,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.172,0.828,1007,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.172,0.828,723,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.213,0.787,988,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.213,0.787,723,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.299,0.701,949,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.299,0.701,720,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.356,0.644,921,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.356,0.644,724,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.397,0.603,897,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.406,0.594,724,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.447,0.553,860,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.459,0.541,722,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.482,0.518,835,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.49,0.51,829,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.498,0.502,822,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.498,0.502,725,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.501,0.499,823,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.516,0.484,814,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.523,0.477,807,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.523,0.477,726,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.561,0.439,784,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.561,0.439,727,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.626,0.374,739,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.626,0.374,726,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.668,0.332,758,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.708,0.292,814,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.708,0.292,726,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.79,0.21,919,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.79,0.21,724,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.844,0.156,977,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.844,0.156,723,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.902,0.098,1024,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.949,0.051,1050,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.949,0.051,718,Borklund et al. (1959),solidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.975,0.025,1065,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,1,0,1075,Borklund et al. (1959),liquidus,doi.org/10.1021/j150580a049
NaCl,PuCl3,0.401,0.599,595.7,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896499
NaCl,PuCl3,0.401,0.599,641.2,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896500
NaCl,PuCl3,0.401,0.599,727.4,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896501
NaCl,PuCl3,0.401,0.599,857,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896502
NaCl,PuCl3,0.401,0.599,595.5,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896503
NaCl,PuCl3,0.401,0.599,640,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896504
NaCl,PuCl3,0.401,0.599,727.8,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896505
NaCl,PuCl3,0.401,0.599,854.7,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896506
NaCl,PuCl3,0.504,0.496,603.1,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896507
NaCl,PuCl3,0.504,0.496,632.2,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896508
NaCl,PuCl3,0.504,0.496,726.2,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896509
NaCl,PuCl3,0.504,0.496,803.5,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896510
NaCl,PuCl3,0.504,0.496,604.3,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896511
NaCl,PuCl3,0.504,0.496,633.4,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896512
NaCl,PuCl3,0.504,0.496,724.3,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896513
NaCl,PuCl3,0.504,0.496,818.8,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896514
NaCl,PuCl3,0.617,0.383,603,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896515
NaCl,PuCl3,0.617,0.383,633.8,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896516
NaCl,PuCl3,0.617,0.383,736.2,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896517
NaCl,PuCl3,0.617,0.383,777.1,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896518
NaCl,PuCl3,0.617,0.383,601.9,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896519
NaCl,PuCl3,0.617,0.383,632.8,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896520
NaCl,PuCl3,0.617,0.383,737,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896521
NaCl,PuCl3,0.617,0.383,774.2,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896522
NaCl,PuCl3,0.626,0.374,599,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896523
NaCl,PuCl3,0.626,0.374,648.8,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896524
NaCl,PuCl3,0.626,0.374,705.5,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896525
NaCl,PuCl3,0.626,0.374,730.4,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896526
NaCl,PuCl3,0.626,0.374,773.4,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896527
NaCl,PuCl3,0.626,0.374,597.3,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896528
NaCl,PuCl3,0.626,0.374,649.7,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896529
NaCl,PuCl3,0.626,0.374,705.5,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896530
NaCl,PuCl3,0.626,0.374,730.1,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896531
NaCl,PuCl3,0.626,0.374,756.3,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896532
NaCl,PuCl3,0.626,0.374,772.8,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896533
NaCl,PuCl3,0.64,0.36,653.6,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896534
NaCl,PuCl3,0.64,0.36,706.3,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896535
NaCl,PuCl3,0.64,0.36,724.8,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896536
NaCl,PuCl3,0.64,0.36,789.7,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896537
NaCl,PuCl3,0.64,0.36,653.2,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896538
NaCl,PuCl3,0.64,0.36,706.2,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896539
NaCl,PuCl3,0.64,0.36,725.6,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896540
NaCl,PuCl3,0.64,0.36,751,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896541
NaCl,PuCl3,0.64,0.36,785,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896542
NaCl,PuCl3,0.7,0.3,648.5,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896543
NaCl,PuCl3,0.7,0.3,713.8,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896544
NaCl,PuCl3,0.7,0.3,817.4,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896545
NaCl,PuCl3,0.7,0.3,819.2,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896546
NaCl,PuCl3,0.7,0.3,647.5,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896547
NaCl,PuCl3,0.7,0.3,712.7,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896548
NaCl,PuCl3,0.7,0.3,727.7,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896549
NaCl,PuCl3,0.7,0.3,818.3,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896550
NaCl,PuCl3,0.8,0.2,647.3,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896551
NaCl,PuCl3,0.8,0.2,723.4,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896552
NaCl,PuCl3,0.8,0.2,733.3,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896553
NaCl,PuCl3,0.8,0.2,918,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896554
NaCl,PuCl3,0.8,0.2,644.8,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896555
NaCl,PuCl3,0.8,0.2,722.1,Lichtenstein et al. (2022),,osti.gov/servlets/purl/1896556
NaCl,PuCl3,0.8,0.2,734.8,Lichtenstein et al. (2022),solidus,osti.gov/servlets/purl/1896557
NaCl,PuCl3,0.8,0.2,923,Lichtenstein et al. (2022),liquidus,osti.gov/servlets/purl/1896558
BeF2,LiF,0,1,1121,Thoma et al. (1968),liquidus- LiF,doi.org/10.1016/0022-3115(68)90120-7
BeF2,LiF,0.29,0.71,805,Thoma et al. (1968),liquidus- LiF,doi.org/10.1016/0022-3115(68)90120-7
BeF2,LiF,0.32,0.68,731,Thoma et al. (1968),liquidus- LiF,doi.org/10.1016/0022-3115(68)90120-7
BeF2,LiF,0.32,0.68,731,Thoma et al. (1968),liquidus- Li2BeF4,doi.org/10.1016/0022-3115(68)90120-7
BeF2,LiF,0.33,0.67,730.8,Thoma et al. (1968),liquidus- Li2BeF4,doi.org/10.1016/0022-3115(68)90120-7
BeF2,LiF,0.333,0.667,753,Thoma et al. (1968),liquidus- Li2BeF4,doi.org/10.1016/0022-3115(68)90120-7
BeF2,LiF,0.333,0.667,728,Thoma et al. (1968),liquidus- Li2BeF4,doi.org/10.1016/0022-3115(68)90120-7
